Title,ISBN,SKU,Status,Format,Language,Series Name,Series Number,Edition Name,Edition Number,Contributor 1 Name,Contributor 2 Name,Contributor 3 Name,Contributor 1 Role,Contributor 2 Role,Contributor 3 Role,Contributor 1 Bio,Contributor 2 Bio,Contributor 3 Bio,BISAC 1,BISAC 1 Description,BISAC 2,BISAC 2 Description,BISAC 3,BISAC 3 Description,Imprint,Audience,Regional Subject,Thema,Table of Contents,Review Quotes,Full Description,Short Description,Keywords,Booktype,Page Count,Look Inside,Large Text,Right to Left Binding,Pub Date,Street Date,US List,UK List,CA List,EU List,AU List,US Discount,UK Discount,CA Discount,EU Discount,AU Discount,US Returns,UK Returns,CA Returns,EU Returns,AU Returns,IN List,RU List,SP List,SK List,DE List,BR List,JP List,IT List,CH List,PL List,IN Discount,RU Discount,SP Discount,SK Discount,DE Discount,BR Discount,JP Discount,IT Discount,CH Discount,PL Discount,US Agency,UK Agency,CA Agency,EU Agency,AU Agency,US Library,UK Library,CA Library,EU Library,AU Library,Distribution Y/N,Publisher Account #,Publisher Name,Promo Code,Gap List Price,Gap Discount,Gap Return Flag,Ingram Only List Price,Ingram Only Discount,Ingram Only Return Flag,Production Date,Last Modified Date,BookTypeId,Setup,Parent Customer Name,Sharjah List Price,Sharjah Discount,Sharjah Return Flag,Weight,Ean,isbn_10_bak,isbn_13,amazon_buy_link
Citizen Arianna: The Huffington Post / AOL Merger: Triumph or Tragedy?,9.78161E+12,1608881164,Available for Printing/Download,Perfect Bound,ENG,,,,0,"Snow, Dr Nancy",,,Author,,,,,,BIO003000,BIOGRAPHY & AUTOBIOGRAPHY / Business,BIO013000,BIOGRAPHY & AUTOBIOGRAPHY / Rich & Famous,BUS070060,BUSINESS & ECONOMICS / Industries / Media & Communications,Nimble Books LLC,,,,,,Citizen Arianna explores the diametrically opposed reactions to the Huffington Post/AOL merger and the woman who was once a darling of the Right who became a darling of the Left and is now a darling of Wall Street media analysts. Snow is admiring of the personal triumph of Arianna Huffington  but equally appalled at the state of the news media today.  A professor of communications and media who provides expert commentary on media consolidation  Nancy Snow is uniquely positioned to weigh in on the most significant media industry event since the Time Warner/AOL merger.,,,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on White w/Matte Lam,92,,N,,18-Aug-11,21-Jul-11,16.99,12.99,20.99,14.99,22.99,40,40,40,40,40,No,No,No,No,No,16.99,,15.38,16.99,16.99,16.99,15.38,15.38,16.99,16.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,21-Jul-11,17-Nov-23,420,19-Jul-11,,,,,0.223,9.78E+12,1608881164,9.78161E+12,https://www.amazon.com/dp/1608881164?tag=ai4bookloversgpt-20
United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 3),9.78161E+12,1608881458,Available for Printing/Download,Case Laminate,ENG,,,,0,"Office of the Secretary of Defense,",,,Author,,,,,,HIS027070,HISTORY / Wars & Conflicts / Vietnam War,,,,,Nimble Books LLC,,,,,,"The Pentagon Papers  officially titled ""Report of the Office of the Secretary of Defense Vietnam Task Force""  was commissioned by Secretary of Defense Robert McNamara in 1967. In June of 1971  small portions of the report were leaked to the press and widely distributed. However  the publications of the report that resulted from these leaks were incomplete and suffered from many quality issues.<p>On the 40th anniversary of the leak to the press  the National Archives  along with the Kennedy  Johnson  and Nixon Presidential Libraries  has released the complete report. The 48 boxes in this series contain a complete copy of the 7 000 page report along with numerous copies of different volumes of the report  all declassified. Approximately 34% of the report is available for the first time.<p>What is unique about this  compared to other versions  is that:<p>* The complete Report is now available with no redactions compared to previous releases<p>* The Report is presented as Leslie Gelb presented it to then Secretary of Defense Clark Clifford on January 15  1969<p>* All the supplemental back-documentation is included. In the Gravel Edition  80% of the documents in Part V.B. were not included<p>This release includes the complete account of peace negotiations  significant portions of which were not previously available either in the House Armed Services Committee redacted copy of the Report or in the Gravel Edition.<p>Part IV. B. 1. Evolution of the War. Counterinsurgency: The Kennedy Commitments and Programs  1961<p>Part IV. B. 2. Evolution of the War. Counterinsurgency: Strategic Hamlet Program  1961-63<p>Part IV. B. 3. Evolution of the War. Counterinsurgency: The Advisory Build-up  1961-67<p>Part IV. B. 4. Evolution of the War. Counterinsurgency: Phased Withdrawal of U.S. Forces in Vietnam  1962-64<p>Part IV. B. 5. Evolution of the War. Counterinsurgency: The Overthrow of Ngo Dinh Diem  May-Nov. 1963<p>",,,B&W 8.5 x 11 in or 280 x 216 mm Case Laminate on White w/Matte Lam,626,,N,,31-Jul-11,31-Jul-11,53.99,40.99,66.99,48.99,71.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,53.99,,49,53.99,53.99,53.99,49,49,53.99,53.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,30-Jun-11,17-Nov-23,413,22-Jun-11,,,,,3.798,9.78E+12,1608881458,9.78161E+12,https://www.amazon.com/dp/1608881458?tag=ai4bookloversgpt-20
United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 4),9.78161E+12,1608881466,Available for Printing/Download,Case Laminate,ENG,,,,0,"Office of the Secretary of Defense,",,,Author,,,,,,HIS027070,HISTORY / Wars & Conflicts / Vietnam War,,,,,Nimble Books LLC,,,,,,"The Pentagon Papers  officially titled ""Report of the Office of the Secretary of Defense Vietnam Task Force""  was commissioned by Secretary of Defense Robert McNamara in 1967. In June of 1971  small portions of the report were leaked to the press and widely distributed. However  the publications of the report that resulted from these leaks were incomplete and suffered from many quality issues.<p>On the 40th anniversary of the leak to the press  the National Archives  along with the Kennedy  Johnson  and Nixon Presidential Libraries  has released the complete report. The 48 boxes in this series contain a complete copy of the 7 000 page report along with numerous copies of different volumes of the report  all declassified. Approximately 34% of the report is available for the first time.<p>What is unique about this  compared to other versions  is that:<p>* The complete Report is now available with no redactions compared to previous releases<p>* The Report is presented as Leslie Gelb presented it to then Secretary of Defense Clark Clifford on January 15  1969<p>* All the supplemental back-documentation is included. In the Gravel Edition  80% of the documents in Part V.B. were not included<p>This release includes the complete account of peace negotiations  significant portions of which were not previously available either in the House Armed Services Committee redacted copy of the Report or in the Gravel Edition.<p>Part IV. C. 1. Evolution of the War. U.S. Programs in South Vietnam  November 1963-April 1965: NASM 273 -- NSAM 288 -- Honolulu	<p>Part IV. C. 2. a. Evolution of the War. Military Pressures Against NVN. February - June 1964	<p>Part IV. C. 2. b. Evolution of the War. Military Pressures Against NVN. July - October 1964<p>Part IV. C. 2. c. Evolution of the War. Military Pressures Against NVN. November - December 1964<p>Part IV. C. 3. Evolution of the War. ROLLING THUNDER Program Begins: January - June 1965<p>Part IV. C. 4. Evolution of the War. Marine Combat Units Go to DaNang  March 1965<p>Part IV. C. 5. Evolution of the War. Phase I in the Build-up of U.S. Forces: March - July 1965<p>",,,B&W 8.5 x 11 in or 280 x 216 mm Case Laminate on White w/Matte Lam,856,,N,,31-Jul-11,31-Jul-11,53.99,40.99,66.99,48.99,71.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,53.99,,49,53.99,53.99,53.99,49,49,53.99,53.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,30-Jun-11,17-Nov-23,413,23-Jun-11,,,,,4.948,9.78E+12,1608881466,9.78161E+12,https://www.amazon.com/dp/1608881466?tag=ai4bookloversgpt-20
United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 5),9.78161E+12,1608881423,Available for Printing/Download,Case Laminate,ENG,,,,0,"Office of the Secretary of Defense,",,,Author,,,,,,HIS027070,HISTORY / Wars & Conflicts / Vietnam War,,,,,Nimble Books LLC,,,,,,"The Pentagon Papers  officially titled ""Report of the Office of the Secretary of Defense Vietnam Task Force""  was commissioned by Secretary of Defense Robert McNamara in 1967. In June of 1971  small portions of the report were leaked to the press and widely distributed. However  the publications of the report that resulted from these leaks were incomplete and suffered from many quality issues.<p>On the 40th anniversary of the leak to the press  the National Archives  along with the Kennedy  Johnson  and Nixon Presidential Libraries  has released the complete report. The 48 boxes in this series contain a complete copy of the 7 000 page report along with numerous copies of different volumes of the report  all declassified. Approximately 34% of the report is available for the first time.<p>What is unique about this  compared to other versions  is that:<p>* The complete Report is now available with no redactions compared to previous releases<p>* The Report is presented as Leslie Gelb presented it to then Secretary of Defense Clark Clifford on January 15  1969<p>* All the supplemental back-documentation is included. In the Gravel Edition  80% of the documents in Part V.B. were not included<p>This release includes the complete account of peace negotiations  significant portions of which were not previously available either in the House Armed Services Committee redacted copy of the Report or in the Gravel Edition.<p>This facsimiile edition includes:<p>Part IV. C. 6. a. Evolution of the War. U.S. Ground Strategy and Force Deployments: 1965 - 1967. Volume I: Phase II  Program 3  Program 4<p>Part IV. C. 6. b. Evolution of the War. U.S. Ground Strategy and Force Deployments: 1965 - 1967. Volume II: Program 5<p>Part IV. C. 6. c. Evolution of the War. U.S. Ground Strategy and Force Deployments: 1965 - 1967. Volume III: Program 6<p>	Part IV. C. 7. a. Evolution of the War. Air War in the North: 1965 - 1968. Volume I<p>	Part IV. C. 7. b. Evolution of the War. Air War in the North: 1965 - 1968. Volume II<p>Part IV. C. 8. Evolution of the War. Re-emphasis on Pacification: 1965-1967<p>",,,B&W 8.5 x 11 in or 280 x 216 mm Case Laminate on White w/Matte Lam,1118,,N,,31-Jul-11,15-Jul-11,53.99,40.99,66.99,48.99,71.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,53.99,,49,53.99,53.99,53.99,49,49,53.99,53.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,15-Jul-11,17-Nov-23,413,8-Jul-11,,,,,6.257,9.78E+12,1608881423,9.78161E+12,https://www.amazon.com/dp/1608881423?tag=ai4bookloversgpt-20
A Dictionary of Deception: The Tools  That You Need  to Overcome the Semantactical Games Played by Exploitative Elites,9.78161E+12,1608881059,Title has expired,Case Laminate,ENG,,,,0,,,,,,,,,,,,,,,,Nimble Books LLC,,,,,,"This dictionary takes a satiric look at the ways elites use language to frame and over time  distort our sense of public reality. They use the rhetoric of democracy to thwart the majority will.  An introduction sets the historical context since World War II.<p>What's harder to state are the precise means by which elites consis-tently obtain the public policy outcomes they prefer. We the electorate find ourselves complicit in public policy decisions whose deeper intent  had we been able to discern it  we might have opposed. Elites are skilled in reducing the nation's essential public business to schmoozal and pro-moting the mellow hokus operandi that sustains it.<p>The neologisms and re-defined stock phrases introduced here will help the citizen defend himself from the incessant semantic indirections that the top-up crowd relies on. While the author admits to a certain shameless admiration for bottom-feeding puns  the angel of his better nature strives for more elevated forms of wordplay. The reader should bear in mind that these words-neo  nasty or not-do far less public harm than the gush of self-referential pieties that elites endlessly promote. Were the top-up crowd ever to opt for the semantic directness found here  a new day would be upon us. Why  we might even become the nation we are told we already are!<p>I recall a phrase of Lewis Lapham  retired editor of Harper's Magazine. He wrote once of ""the ritual fictions of a sham democracy.""  That  as this writer interprets his phrase  is what this crotchety  just short of acerbic  but never strident  dictionary is about. Nor will it be found wanting in scholarship. The author sees his work as a merry intrusion into the collective false consciousness our political culture works hard to reward.<p> This format was made famous by Mark Twain's contemporary  Ambrose Bierce  in his Devil's Dictionary  first published under that title one hundred years ago  in 1911.  While an alphabetical ordering has no inherent explaining power the reader will  for better and worse  have no trouble gathering my meaning.",,,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Case Laminate on White w/Matte Lam,210,,,,31-Jul-11,29-Jul-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6024045,W. Frederick Zimmerman,,,,,,,,29-Jul-11,,447,26-Jul-11,,,,,,9.78E+12,1608881059,9.78161E+12,https://www.amazon.com/dp/1608881059?tag=ai4bookloversgpt-20
United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 2),9.78161E+12,160888144X,Available for Printing/Download,Case Laminate,ENG,,,,0,"Office of the Secretary of Defense,",,,Author,,,,,,HIS027070,HISTORY / Wars & Conflicts / Vietnam War,,,,,Nimble Books LLC,,,,,,"The Pentagon Papers  officially titled ""Report of the Office of the Secretary of Defense Vietnam Task Force""  was commissioned by Secretary of Defense Robert McNamara in 1967. In June of 1971  small portions of the report were leaked to the press and widely distributed. However  the publications of the report that resulted from these leaks were incomplete and suffered from many quality issues.<p>On the 40th anniversary of the leak to the press  the National Archives  along with the Kennedy  Johnson  and Nixon Presidential Libraries  has released the complete report. The 48 boxes in this series contain a complete copy of the 7 000 page report along with numerous copies of different volumes of the report  all declassified. Approximately 34% of the report is available for the first time.<p>What is unique about this  compared to other versions  is that:<p>* The complete Report is now available with no redactions compared to previous releases<p>* The Report is presented as Leslie Gelb presented it to then Secretary of Defense Clark Clifford on January 15  1969<p>* All the supplemental back-documentation is included. In the Gravel Edition  80% of the documents in Part V.B. were not included.<p>This release includes the complete account of peace negotiations  significant portions of which were not previously available either in the House Armed Services Committee redacted copy of the Report or in the Gravel Edition.<p>This facsimile volume contains:<p>[Part IV. A. 1.] Evolution of the War. NATO and SEATO: A Comparison<p>	[Part IV. A. 2.] Evolution of the War. Aid for France in Indochina  1950-54<p>	[Part IV. A. 3.] Evolution of the War. U.S. and France's Withdrawal from Vietnam  1954-56<p>[Part IV. A. 4.] Evolution of the War. U.S. Training of Vietnamese National Army  1954-59<p>[Part IV. A. 5.] Evolution of the War. Origins of the Insurgency<p>",,,B&W 8.5 x 11 in or 280 x 216 mm Case Laminate on White w/Matte Lam,684,,N,,30-Jul-11,30-Jun-11,53.99,40.99,66.99,48.99,71.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,53.99,,49,53.99,53.99,53.99,49,49,53.99,53.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,30-Jun-11,17-Nov-23,413,22-Jun-11,,,,,4.089,9.78E+12,160888144X,9.78161E+12,https://www.amazon.com/dp/160888144X?tag=ai4bookloversgpt-20
Secrets of the Modern World: Yukichi Fukuzawa,9.78161E+12,1608881121,Available for Printing/Download,Perfect Bound,ENG,,,,0,"MacFarlane, Alan, Professor",,,Author,,,,,,LAW052000,LAW / Jurisprudence,HIS015000,HISTORY / Europe / Great Britain / General,HIS037060,HISTORY / Modern / 19th Century,Nimble Books LLC,,,,,,Alan Macfarlane writes:<p>Yukichi Fukuzawa (1835-1901) is arguably the greatest Japanese social thinker of the last three centuries  yet he is little known outside his native country  except to experts on Japan. Contemporaries  on the other hand  recognized his eminence and influence.<p>The dialogue with Fukuzawa has a somewhat different purpose from that with earlier thinkers of the western Enlightenment treated in my previous work. The work of Montesquieu  Smith and Tocqueville  when combined  set out a set of conjectures as to how mankind could and perhaps did 'escape' from the normal tendencies of agrarian civilization. Since Fukuzawa (1835-1901) was writing later  and at a great distance from the original 'escape'  it is unlikely that he will be able to contribute much that is original to the analysis of this problem. For that we have already considered Maitland's impressive solution. On the other hand  Fukuzawa provides an interesting test case for the utility of their theories.<p>If their model is plausible and seems to have explanatory power  it should be attractive to a thinker whose aim  as we shall see  is to grasp the essence of the first transition from agrarian to industrial civilization so that he can help his own Japanese civilization achieve a similar break-through. If he selects and approves the same central essence as Montesquieu  Smith  Tocqueville and Maitland  their insights would appear to have cross-cultural validity.<p>An even more stringent test is the degree of success in the material world. In other words  did the recipe work? If an outsider to Europe not only repeated the central theories of those who addressed the riddle of the origins of the modern world  but then applied these to a distant civilization and helped to effect a similar 'escape' in entirely different circumstances  this would be as good a confirmation of the validity of the theory as one could hope for.<p>The task is made more worthwhile because  despite his eminence and interest  there has only been one book about him in English  and that was also about other thinkers in the Japanese Enlightenment. There have been one or two articles also  but there is no recent intellectual biography of a man who had an enormous impact on Japanese civilization and whose ideas are such a wonderful mirror of western thought and colonial expansion. <p>,,,B&W 8.5 x 11 in or 280 x 216 mm Perfect Bound on White w/Gloss Lam,98,,N,,30-Jun-11,13-Jun-11,24.99,18.99,30.99,22.99,32.99,40,40,40,40,40,No,No,No,No,No,24.99,,22.84,24.99,24.99,24.99,22.84,22.84,24.99,24.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,13-Jun-11,17-Nov-23,12,8-Jun-11,,,,,0.55,9.78E+12,1608881121,9.78161E+12,https://www.amazon.com/dp/1608881121?tag=ai4bookloversgpt-20
"The Definitive Illustrated History of the Torpedo Boat, Volume XI: Indexes (The Ship Killers)",9.78161E+12,1608881091,Title has expired,Perfect Bound,ENG,,,,0,"Hinds, Joe",,,Author,,,,,,HIS027150,HISTORY / Military / Naval,,,,,Nimble Books LLC,,,,,,"This  the eleventh and final volume in this series  contains the following indexes  plus two bonus appendixes by noted naval scholar Richard Worth (FLEETS OF WORLD WAR II  Nimble 2011). <p>Appendix U. Soviet Motor Torpedo Boats (Richard Worth)	 <p>Appendix V. Successes Of Soviet Torpedo Cutters (Mine Warfare Not Included) <p>	Index of British MGBs	 <p>Index of British MTBs	 <p>Index of Commercial Vessels sunk by MTB  TKA  PT  MAS and S Boote <p>	Index of Convoys <p>	Index of German S-Boote	 <p>Index of Italian MAS Boats <p>	Index of Items  Engines  Radars  Battles  and other Odds and Ends <p>	Index of Operations (in Chronological Order)	 <p>Index of People	 <p>Index of Places	 <p>Index of Soviet Torpedo Cutters (TKAs)	 <p>Index of Warships <p>The complete series is 694 pages  461 color and B&W figures  and 1106 footnotes. Meticulously researched  with every factual assertion carefully attributed and double-checked  this is an essential resource for every naval library.<p>The complete set can be purchased as a single shrink-wrapped volume  ISBN 978-1-934840-58-0.<p>",,,Premium Color 8 x 10 in or 254 x 203 mm Perfect Bound on White w/Gloss Lam,70,,N,,30-Jun-11,23-Jun-11,24.99,18.99,31.99,22.99,33.99,30,30,30,30,30,No,No,No,No,No,24.99,,23.13,24.99,24.99,24.99,23.13,23.13,24.99,24.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,23-Jun-11,1-Jun-23,89,17-Jun-11,,,,,0.353,9.78E+12,1608881091,9.78161E+12,https://www.amazon.com/dp/1608881091?tag=ai4bookloversgpt-20
Secrets of the Modern World: Thomas Malthus,9.78161E+12,1608881105,Available for Printing/Download,Perfect Bound,ENG,,,,0,"MacFarlane, Alan, Professor",,,Author,,,,,,LAW052000,LAW / Jurisprudence,HIS015000,HISTORY / Europe / Great Britain / General,HIS037060,HISTORY / Modern / 19th Century,Nimble Books LLC,,,,,,The Reverend Thomas Robert Malthus was born in 1766 and died in 1834. He was the son of a clergyman and one of eight children. He was educated at Jesus College  Cambridge and later became Professor of History and Political Economy at the East India Company's College at Haileybury in Hertfordshire. His most famous work  the Essay on the Principles of Population  was published in 1798 when he was 32. It has been seen partly as a reaction to the Utopian thought of William Godwin and others  as well as that of Malthus' own father. It is as an extension and formalization of the ideas of the classical economist Adam Smith and others who had laid down some of the basic ideas concerning the tendency of population to outstrip resources.Malthus' theory in brief was that humankind is permanently trapped by the intersection of two 'laws'. The first concerned the rate at which populations can grow. He took the 'passion between the sexes' to be constant and investigations showed that under conditions of 'natural' fertility (with early marriage and no contraception  abortion or infanticide)  this would lead to an average of about fifteen livebirths per woman. This figure is confirmed by modern demography. Given normal mortality at the time  and taking a less than maximum fertility  this will lead to what Malthus called geometrical growth  namely 1 2 4 8 16. It only needs 32 doublings like this to lead from an original couple to the present world population of over six billion persons. The second premise was that food and other resource production will grow much more slowly. It might double for a generation or two  but could not keep on doubling within an agrarian economy. Thus there could  in the long run  only be an arithmetic or linear growth of the order of 1 2 3 4. Incorporated in this later theory was the law of diminishing marginal returns on the further input of resources  especially labour. Underpinning the scheme was the assumption that there was a finite amount of energy available for humans through the conversion of the sun's energy by living plants and animals. The conclusion was that humankind was trapped  a particular application in the field of demography of the more general pessimism of Adam Smith. Populations would grow rapidly for a few generations  and then be savagely cut back. A crisis would occur  manifesting itself in one (or a combination) of what he called the three 'positive' checks acting on the death rate  war  famine and disease.,,,B&W 8.5 x 11 in or 280 x 216 mm Perfect Bound on White w/Gloss Lam,140,,N,,30-Jun-11,1-Jul-11,26.99,20.99,33.99,24.99,36.99,40,40,40,40,40,No,No,No,No,No,26.99,,24.99,26.99,26.99,26.99,24.99,24.99,26.99,26.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,1-Jul-11,17-Nov-23,12,29-Jun-11,,,,,0.757,9.78E+12,1608881105,9.78161E+12,https://www.amazon.com/dp/1608881105?tag=ai4bookloversgpt-20
United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 1),9.78161E+12,1608881431,Available for Printing/Download,Case Laminate,ENG,,,,0,"Office of the Secretary of Defense,",,,Author,,,,,,HIS027070,HISTORY / Wars & Conflicts / Vietnam War,,,,,Nimble Books LLC,,,,,,"The Pentagon Papers  officially titled ""Report of the Office of the Secretary of Defense Vietnam Task Force""  was commissioned by Secretary of Defense Robert McNamara in 1967. In June of 1971  small portions of the report were leaked to the press and widely distributed. However  the publications of the report that resulted from these leaks were incomplete and suffered from many quality issues.<p>On the 40th anniversary of the leak to the press  the National Archives  along with the Kennedy  Johnson  and Nixon Presidential Libraries  has released the complete report. The 48 boxes in this series contain a complete copy of the 7 000 page report along with numerous copies of different volumes of the report  all declassified. Approximately 34% of the report is available for the first time.<p>What is unique about this  compared to other versions  is that:<p><ul><li>The complete Report is now available with no redactions compared to previous releases<li>The Report is presented as Leslie Gelb presented it to then Secretary of Defense Clark Clifford on January 15  1969<li>All the supplemental back-documentation is included. In the Gravel Edition  80% of the documents in Part V.B. were not included</ul>This release includes the complete account of peace negotiations  significant portions of which were not previously available either in the House Armed Services Committee redacted copy of the Report or in the Gravel Edition.<p>This Nimble facsimile edition contains Parts I through III of the Papers  i.e. Part I: Vietnam and the U.S.  1940-1950; Part II: U.S. Involvement in the Franco-Viet Minh War  1950-1954; and Part III: The Geneva Accords.<p>",,,B&W 8.5 x 11 in or 280 x 216 mm Case Laminate on White w/Matte Lam,530,,N,,21-Jun-11,27-Jun-11,53.99,40.99,66.99,48.99,71.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,53.99,,49,53.99,53.99,53.99,49,49,53.99,53.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,27-Jun-11,17-Nov-23,413,21-Jun-11,,,,,3.319,9.78E+12,1608881431,9.78161E+12,https://www.amazon.com/dp/1608881431?tag=ai4bookloversgpt-20
With the Battle Cruisers,9.78161E+12,1608881326,Available for Printing/Download,Case Laminate,ENG,,,,0,"Young, Filson",,,Author,,,,,,BIO000000,BIOGRAPHY & AUTOBIOGRAPHY / General,HIS027090,HISTORY / Wars & Conflicts / World War I,HIS027150,HISTORY / Military / Naval,Nimble Books LLC,,,,,,"The single best work of reportage about the battlecruiser  ever  by a war correspondent who was with Beatty's Battlecruiser Squadron at Jutland. Filson Young: the Bob Woodward of battlecruisers.An excerpt:Here  then  was the ideal type for which Lord Fisher in our conversations had so often sighed; and I was secretly disappointed when  on my mentioning Fisher's name  Beatty merely smiled. And I was still more crestfallen when  a few days later  I spoke of Beatty enthusiastically to Lord Fisher  he gave me a blank  sour look and said: ""Really? Never met him.""I did not know the Navy as well in those days as I know it now  or I would have been less surprised than I was that the obviously ablest men in control of naval affairs were far from seeing eye to eye with one another  and even (what was more remarkable) neglected to make any real study of one another's aims and potentialities. Naval thought  where it existed  was divided into camps  each one regarding victory over the others as essential to victory over the Germans. Thus Lord Charles Beresford  whose best work in his retirement was his untiring public advocacy of naval efficiency  gave one in private a most alarming impression that the Navy was already practically in German control; and one of his mildest views of Lord Fisher was that he was a madman who  on the eve of war  had deliberately scrapped the majority of our cruisers. Winston Churchill was at one time probably one of the men most disliked by the Navy at large; but when one tried to discuss his administration seriously  one was told stories of his bad manners: as  for example  of his going on board a ship  entering the wardroom  ringing the bell and sending for the Commander - a solecism the gravity of which one must have lived in a wardroom to appreciate. And yet  one felt  it was not quite an argument against his efficiency as an administrator. But all the naval officer saw was a man to whose power our sacred naval traditions were committed  and who apparently knew or cared so little for the smallest of them that the greatest might well be in peril at his hands. The anti-Churchill camp was a very strong one. He  on the other hand  seemed to regard Lord Fisher as a dangerous genius to be caught  chained  tamed  and made careful use of; Lord Fisher regarded him (I am speaking of the two years before the war) as a politician to be fought or flattered  made or destroyed  according to his degree of adaptability to the great purpose.",,,B&W 6 x 9 in or 229 x 152 mm Case Laminate on White w/Matte Lam,382,,N,,31-May-11,13-Jun-11,31.99,23.99,38.99,27.99,41.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,31.99,,28.68,31.99,31.99,31.99,28.68,28.68,31.99,31.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,13-Jun-11,17-Nov-23,414,12-May-11,,,,,1.498,9.78E+12,1608881326,9.78161E+12,https://www.amazon.com/dp/1608881326?tag=ai4bookloversgpt-20
Memories and Records: the Lord FIsher Omnibus,9.78161E+12,1608881636,Available for Printing/Download,Case Laminate,ENG,,,,0,"Fisher, Baron Sir John Arbuthnot",,,Author,,,,,,HIS027100,HISTORY / Wars & Conflicts / World War II / General,HIS027150,HISTORY / Military / Naval,,,Nimble Books LLC,,,,,,"An omnibus edition of two collections of deeply eccentric autobiographical essays by Lord Fisher  the father of the Dreadnought and of the battle cruiser.<p>From the preface to the first volume  Memories:<p>Readers of this book will quickly observe that Admiral of the Fleet Lord Fisher has small faith in the printed word; and those who have enjoyed the privilege of having "" his fist shaken in their faces"" will readily admit that the printed word  though faithfully taken down from his dictation  must lack a large measure of the power-the "" aroma "" as he calls it-which his personality lends to his spoken word.<p>Had Lord Fisher been allowed his own way  there would have been no Book. Not for the first time in his career  the need of serving his country and his country's Navy has over-ridden his personal feeling. These ""Memories "" therefore  must be regarded as a compromise (""the beastliest word in the English language""-see ""The Times"" of September gth  1919) between the No-Book of Lord Fisher's inclination and the orderly  complete Autobiography which the public wishes to possess.<p>The book consists in the main of the author's ipsissima verba  dictated during the month of September  1919. One or two chapters have been put together from fugitive writings which Lord Fisher had collected and printed (in noble and eloquently various type) as a gift to his friends after his death. The discreeter passages of the letters which he wrote to Lord Esher between 1903 and 1912 illustrate some portions of the life's work which-caring little for the past and much for the future  much for the idea and little for the fact-Lord Fisher has successfully declined to describe in his own words.<p>",,,B&W 6 x 9 in or 229 x 152 mm Case Laminate on White w/Matte Lam,662,,N,,31-May-11,13-Jun-11,42.99,32.99,53.99,38.99,56.99,40,40,40,40,40,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,Yes-Destroy,42.99,,39,42.99,42.99,42.99,39,39,42.99,42.99,30,,20,30,30,30,20,20,30,30,,,,,,,,,,,Y,6024045,W. Frederick Zimmerman,,,,,,,,13-Jun-11,17-Nov-23,414,16-May-11,,,,,2.312,9.78E+12,1608881636,9.78161E+12,https://www.amazon.com/dp/1608881636?tag=ai4bookloversgpt-20
